PT1,PT1,98.571,630,9,0,1,630,1,630,0.0,1090
PT1,PT152,94.762,630,33,0,1,630,1,630,0.0,1013
PT1,PT166,94.127,630,37,0,1,630,1,630,0.0,990
PT1,PT182,93.968,630,38,0,1,630,1,630,0.0,987
PT1,PT105,93.968,630,38,0,1,630,112,741,0.0,985
PT1,PT231,93.590,624,40,0,1,624,1,624,0.0,983
PT1,PT60,93.810,630,39,0,1,630,1,630,0.0,981
PT1,PT58,93.810,630,39,0,1,630,1,630,0.0,981
PT1,PT288,93.492,630,41,0,1,630,1,630,0.0,979
PT1,PT249,93.651,630,40,0,1,630,1,630,0.0,977
PT1,PT2,93.651,630,40,0,1,630,1,630,0.0,977
PT1,PT145,93.720,621,39,0,1,621,1,621,0.0,976
PT1,PT73,93.492,630,41,0,1,630,1,630,0.0,976
PT1,PT236,93.651,630,40,0,1,630,1,630,0.0,974
PT1,PT176,93.333,630,42,0,1,630,112,741,0.0,974
PT1,PT47,93.651,630,40,0,1,630,1,630,0.0,974
PT1,PT222,93.810,630,39,0,1,630,1,630,0.0,972
PT1,PT171,93.730,622,39,0,1,622,1,622,0.0,972
PT1,PT97,93.730,622,39,0,1,622,1,622,0.0,972
PT1,PT78,93.492,630,41,0,1,630,1,630,0.0,972
PT1,PT125,93.492,630,41,0,1,630,1,630,0.0,970
PT1,PT120,93.492,630,41,0,1,630,1,630,0.0,968
PT1,PT43,93.492,630,41,0,1,630,1,630,0.0,968
PT1,PT8,93.502,631,39,2,1,630,112,741,0.0,968
PT1,PT243,92.857,630,45,0,1,630,1,630,0.0,966
PT1,PT210,93.492,630,41,0,1,630,1,630,0.0,966
PT1,PT195,92.857,630,45,0,1,630,1,630,0.0,966
PT1,PT194,93.333,630,42,0,1,630,1,630,0.0,966
PT1,PT177,93.175,630,43,0,1,630,1,630,0.0,966
PT1,PT42,92.857,630,45,0,1,630,1,630,0.0,966
PT1,PT14,93.492,630,41,0,1,630,1,630,0.0,966
PT1,PT196,93.333,630,42,0,1,630,1,630,0.0,965
PT1,PT259,93.175,630,43,0,1,630,112,741,0.0,963
PT1,PT110,93.333,630,42,0,1,630,1,630,0.0,963
PT1,PT100,93.492,630,41,0,1,630,1,630,0.0,963
PT1,PT76,93.333,630,42,0,1,630,112,741,0.0,963
PT1,PT48,93.333,630,42,0,1,630,1,630,0.0,963
PT1,PT34,92.857,630,45,0,1,630,1,630,0.0,963
PT1,PT21,93.175,630,43,0,1,630,1,630,0.0,963
PT1,PT263,93.175,630,43,0,1,630,1,630,0.0,961
PT1,PT179,93.016,630,44,0,1,630,1,630,0.0,961
PT1,PT159,93.016,630,44,0,1,630,1,630,0.0,961
PT1,PT132,93.016,630,44,0,1,630,1,630,0.0,961
PT1,PT109,93.175,630,43,0,1,630,1,630,0.0,961
PT1,PT30,93.175,630,43,0,1,630,1,630,0.0,961
PT1,PT174,93.248,622,42,0,1,622,1,622,0.0,959
PT1,PT141,93.175,630,43,0,1,630,1,630,0.0,959
PT1,PT106,92.698,630,46,0,1,630,1,630,0.0,959
PT1,PT72,93.175,630,43,0,1,630,1,630,0.0,959
PT1,PT55,93.175,630,43,0,1,630,1,630,0.0,959
PT1,PT204,93.175,630,43,0,1,630,1,630,0.0,957
PT1,PT193,93.175,630,43,0,1,630,112,741,0.0,957
PT1,PT154,92.857,630,45,0,1,630,112,741,0.0,957
PT1,PT148,93.333,630,42,0,1,630,1,630,0.0,957
PT1,PT113,93.175,630,43,0,1,630,1,630,0.0,957
PT1,PT287,93.016,630,44,0,1,630,1,630,0.0,955
PT1,PT256,92.857,630,45,0,1,630,112,741,0.0,955
PT1,PT255,92.857,630,45,0,1,630,1,630,0.0,955
PT1,PT200,93.016,630,44,0,1,630,1,630,0.0,955
PT1,PT146,93.016,630,44,0,1,630,1,630,0.0,955
PT1,PT130,93.175,630,43,0,1,630,1,630,0.0,955
PT1,PT56,93.016,630,44,0,1,630,112,741,0.0,955
PT1,PT40,93.175,630,43,0,1,630,1,630,0.0,955
PT1,PT96,93.016,630,44,0,1,630,112,741,0.0,953
PT1,PT41,93.376,619,41,0,4,622,1,619,0.0,953
PT1,PT15,93.016,630,44,0,1,630,1,630,0.0,953
PT1,PT13,92.698,630,46,0,1,630,1,630,0.0,953
PT1,PT108,93.185,631,41,2,1,630,1,630,0.0,952
PT1,PT94,92.540,630,47,0,1,630,1,630,0.0,952
PT1,PT92,93.016,630,44,0,1,630,1,630,0.0,952
PT1,PT291,92.698,630,46,0,1,630,1,630,0.0,950
PT1,PT158,92.857,630,45,0,1,630,1,630,0.0,950
PT1,PT135,92.698,630,46,0,1,630,1,630,0.0,950
PT1,PT18,92.698,630,46,0,1,630,112,741,0.0,950
PT1,PT281,93.016,630,44,0,1,630,1,630,0.0,948
PT1,PT192,92.222,630,49,0,1,630,1,630,0.0,948
PT1,PT178,92.540,630,47,0,1,630,112,741,0.0,948
PT1,PT153,92.698,630,46,0,1,630,112,741,0.0,948
PT1,PT66,92.857,630,45,0,1,630,1,630,0.0,948
PT1,PT57,92.857,630,45,0,1,630,1,630,0.0,948
PT1,PT294,92.857,630,45,0,1,630,112,741,0.0,946
PT1,PT234,93.237,621,42,0,1,621,1,621,0.0,946
PT1,PT214,92.857,630,45,0,1,630,112,741,0.0,946
PT1,PT209,92.857,630,45,0,1,630,1,630,0.0,946
PT1,PT175,92.857,630,45,0,1,630,1,630,0.0,946
PT1,PT147,92.857,630,45,0,1,630,1,630,0.0,946
PT1,PT139,92.381,630,48,0,1,630,1,630,0.0,946
PT1,PT129,92.698,630,46,0,1,630,112,741,0.0,946
PT1,PT121,92.698,630,46,0,1,630,1,630,0.0,946
PT1,PT83,92.540,630,47,0,1,630,1,630,0.0,946
PT1,PT71,92.698,630,46,0,1,630,112,741,0.0,946
PT1,PT244,92.698,630,46,0,1,630,1,630,0.0,944
PT1,PT98,92.846,629,45,0,1,629,1,629,0.0,944
PT1,PT63,92.857,630,45,0,1,630,1,630,0.0,944
PT1,PT37,92.698,630,46,0,1,630,1,630,0.0,944
PT1,PT22,92.540,630,47,0,1,630,1,630,0.0,944
PT1,PT17,93.016,630,44,0,1,630,1,630,0.0,944
PT1,PT6,92.698,630,46,0,1,630,1,630,0.0,944
PT1,PT102,92.857,630,45,0,1,630,1,630,0.0,942
PT1,PT74,92.857,630,45,0,1,630,1,630,0.0,942
PT2,PT1,93.968,630,38,0,1,630,1,630,0.0,976
PT2,PT152,95.079,630,31,0,1,630,1,630,0.0,996
PT2,PT166,95.238,630,30,0,1,630,1,630,0.0,1002
PT2,PT182,94.603,630,34,0,1,630,1,630,0.0,981
PT2,PT105,95.981,622,25,0,1,622,112,733,0.0,1022
PT2,PT231,95.338,622,29,0,1,622,1,622,0.0,1013
PT2,PT60,95.498,622,28,0,1,622,1,622,0.0,1000
PT2,PT58,94.762,630,33,0,1,630,1,630,0.0,987
PT2,PT288,94.686,621,33,0,1,621,1,621,0.0,987
PT2,PT249,94.921,630,32,0,1,630,1,630,0.0,1009
PT2,PT2,99.048,630,6,0,1,630,1,630,0.0,1140
PT2,PT145,95.491,621,28,0,1,621,1,621,0.0,1009
PT2,PT73,95.397,630,29,0,1,630,1,630,0.0,1014
PT2,PT176,95.498,622,28,0,1,622,112,733,0.0,1009
PT2,PT47,94.921,630,32,0,1,630,1,630,0.0,990
PT2,PT222,94.444,630,35,0,1,630,1,630,0.0,981
PT2,PT171,95.397,630,29,0,1,630,1,630,0.0,1014
PT2,PT97,95.024,623,31,0,1,623,1,623,0.0,990
PT2,PT78,94.762,630,33,0,1,630,1,630,0.0,989
PT2,PT125,95.079,630,31,0,1,630,1,630,0.0,998
PT2,PT120,94.921,630,32,0,1,630,1,630,0.0,998
PT2,PT43,96.032,630,25,0,1,630,1,630,0.0,1029
PT2,PT243,93.175,630,43,0,1,630,1,630,0.0,957
PT2,PT210,95.238,630,30,0,1,630,1,630,0.0,1002
PT2,PT195,94.603,630,34,0,1,630,1,630,0.0,1002
PT2,PT194,94.127,630,37,0,1,630,1,630,0.0,966
PT2,PT177,94.127,630,37,0,1,630,1,630,0.0,974
PT2,PT42,94.286,630,36,0,1,630,1,630,0.0,989
PT2,PT14,94.762,630,33,0,1,630,1,630,0.0,990
PT2,PT196,95.238,630,30,0,1,630,1,630,0.0,1003
PT2,PT259,94.127,630,37,0,1,630,112,741,0.0,976
PT2,PT110,94.762,630,33,0,1,630,1,630,0.0,985
PT2,PT100,94.921,630,32,0,1,630,1,630,0.0,985
PT2,PT76,94.286,630,36,0,1,630,112,741,0.0,977
PT2,PT34,94.364,621,35,0,1,621,1,621,0.0,989
PT2,PT21,94.686,621,33,0,1,621,1,621,0.0,974
PT2,PT263,94.762,630,33,0,1,630,1,630,0.0,989
PT2,PT179,95.079,630,31,0,1,630,1,630,0.0,1007
PT2,PT159,95.079,630,31,0,1,630,1,630,0.0,1005
PT2,PT132,95.238,630,30,0,1,630,1,630,0.0,1009
PT2,PT109,94.603,630,34,0,1,630,1,630,0.0,983
PT2,PT30,95.652,621,27,0,1,621,1,621,0.0,1003
PT2,PT174,94.913,629,32,0,1,629,1,629,0.0,1002
PT2,PT141,94.127,630,37,0,1,630,1,630,0.0,965
PT2,PT106,95.079,630,31,0,1,630,1,630,0.0,1011
PT2,PT72,94.686,621,33,0,1,621,1,621,0.0,977
PT2,PT55,94.551,624,34,0,1,624,1,624,0.0,970
PT2,PT204,94.603,630,34,0,1,630,1,630,0.0,979
PT2,PT193,94.286,630,36,0,1,630,112,741,0.0,968
PT2,PT154,94.286,630,36,0,1,630,112,741,0.0,979
PT2,PT113,94.921,630,32,0,1,630,1,630,0.0,990
PT2,PT287,94.921,630,32,0,1,630,1,630,0.0,996
PT2,PT256,94.286,630,36,0,1,630,112,741,0.0,987
PT2,PT255,93.651,630,40,0,1,630,1,630,0.0,955
PT2,PT200,94.929,631,30,2,1,630,1,630,0.0,996
PT2,PT146,94.373,622,35,0,1,622,1,622,0.0,963
PT2,PT130,94.444,630,35,0,1,630,1,630,0.0,979
PT2,PT56,94.127,630,37,0,1,630,112,741,0.0,968
PT2,PT40,94.712,624,33,0,1,624,1,624,0.0,981
PT2,PT96,94.127,630,37,0,1,630,112,741,0.0,965
PT2,PT13,94.127,630,37,0,1,630,1,630,0.0,976
PT2,PT108,94.770,631,31,2,1,630,1,630,0.0,989
PT2,PT94,94.921,630,32,0,1,630,1,630,0.0,1005
PT2,PT92,93.819,631,37,2,1,630,1,630,0.0,959
PT2,PT291,94.444,630,35,0,1,630,1,630,0.0,983
PT2,PT158,94.373,622,35,0,1,622,1,622,0.0,965
PT2,PT135,94.042,621,37,0,1,621,1,621,0.0,957
PT2,PT18,94.286,630,36,0,1,630,112,741,0.0,987
PT2,PT281,95.652,621,27,0,1,621,1,621,0.0,1002
PT2,PT192,94.686,621,33,0,1,621,1,621,0.0,992
PT2,PT178,93.978,631,36,2,1,630,112,741,0.0,970
PT2,PT153,94.127,630,37,0,1,630,112,741,0.0,970
PT2,PT66,94.444,630,35,0,1,630,1,630,0.0,976
PT2,PT57,94.444,630,35,0,1,630,1,630,0.0,976
PT2,PT294,94.127,630,37,0,1,630,112,741,0.0,970
PT2,PT214,94.286,630,36,0,1,630,112,741,0.0,976
PT2,PT209,95.079,630,31,0,1,630,1,630,0.0,996
PT2,PT147,95.238,630,30,0,1,630,1,630,0.0,1002
PT2,PT139,94.286,630,36,0,1,630,1,630,0.0,985
PT2,PT129,94.127,630,37,0,1,630,112,741,0.0,968
PT2,PT121,94.603,630,34,0,1,630,1,630,0.0,985
PT2,PT83,94.444,630,35,0,1,630,1,630,0.0,985
PT2,PT244,94.921,630,32,0,1,630,1,630,0.0,994
PT2,PT98,94.595,629,34,0,1,629,1,629,0.0,977
PT2,PT63,94.762,630,33,0,1,630,1,630,0.0,985
PT2,PT37,94.127,630,37,0,1,630,1,630,0.0,968
PT2,PT22,94.286,630,36,0,1,630,1,630,0.0,985
PT2,PT102,94.286,630,36,0,1,630,1,630,0.0,974
PT2,PT74,94.127,630,37,0,1,630,1,630,0.0,966
PT3,PT1,88.254,630,74,0,1,630,1,630,0.0,797
PT3,PT152,90.159,630,62,0,1,630,1,630,0.0,837
PT3,PT166,88.730,630,71,0,1,630,1,630,0.0,787
PT3,PT182,89.683,630,65,0,1,630,1,630,0.0,822
PT3,PT105,89.683,630,65,0,1,630,112,741,0.0,828
PT3,PT231,89.389,622,64,2,1,621,1,621,0.0,813
PT3,PT60,89.048,630,69,0,1,630,1,630,0.0,800
PT3,PT288,89.524,630,66,0,1,630,1,630,0.0,824
PT3,PT249,89.857,631,62,2,1,630,1,630,0.0,841
PT3,PT2,89.050,621,68,0,1,621,1,621,0.0,793
PT3,PT145,89.855,621,63,0,1,621,1,621,0.0,830
PT3,PT73,89.699,631,63,2,1,630,1,630,0.0,819
PT3,PT236,89.841,630,64,0,1,630,1,630,0.0,833
PT3,PT176,88.730,630,71,0,1,630,112,741,0.0,798
PT3,PT47,89.048,630,69,0,1,630,1,630,0.0,798
PT3,PT222,88.889,630,70,0,1,630,1,630,0.0,802
PT3,PT171,89.372,621,66,0,1,621,1,621,0.0,806
PT3,PT97,90.016,621,62,0,1,621,1,621,0.0,821
PT3,PT78,90.338,621,60,0,1,621,1,621,0.0,837
PT3,PT125,89.540,631,64,2,1,630,1,630,0.0,817
PT3,PT120,89.683,630,65,0,1,630,1,630,0.0,821
PT3,PT43,89.365,630,67,0,1,630,1,630,0.0,809
PT3,PT243,88.114,631,73,2,1,630,1,630,0.0,791
PT3,PT210,90.174,631,60,2,1,630,1,630,0.0,837
PT3,PT195,88.924,632,66,4,1,630,1,630,0.0,817
PT3,PT177,88.730,630,71,0,1,630,1,630,0.0,798
PT3,PT14,89.533,621,65,0,1,621,1,621,0.0,808
PT3,PT196,88.748,631,69,2,1,630,1,630,0.0,789
PT3,PT259,88.748,631,69,2,1,630,112,741,0.0,798
PT3,PT100,89.540,631,64,2,1,630,1,630,0.0,817
PT3,PT76,89.065,631,67,2,1,630,112,741,0.0,808
PT3,PT48,88.766,632,67,4,1,630,1,630,0.0,787
PT3,PT34,87.639,631,76,2,1,630,1,630,0.0,773
PT3,PT21,89.683,630,65,0,1,630,1,630,0.0,819
PT3,PT263,89.223,631,66,2,1,630,1,630,0.0,808
PT3,PT179,88.254,630,74,0,1,630,1,630,0.0,782
PT3,PT159,88.431,631,71,2,1,630,1,630,0.0,785
PT3,PT132,88.730,630,71,0,1,630,1,630,0.0,797
PT3,PT109,89.399,632,63,4,1,630,1,630,0.0,813
PT3,PT30,89.065,631,67,2,1,630,1,630,0.0,802
PT3,PT174,89.372,621,66,0,1,621,1,621,0.0,802
PT3,PT106,88.889,630,70,0,1,630,1,630,0.0,806
PT3,PT72,88.254,630,74,0,1,630,1,630,0.0,782
PT3,PT55,89.050,621,68,0,1,621,1,621,0.0,789
PT3,PT204,88.924,632,66,4,1,630,1,630,0.0,795
PT3,PT193,90.174,631,60,2,1,630,112,741,0.0,839
PT3,PT154,89.841,630,64,0,1,630,112,741,0.0,828
PT3,PT113,89.365,630,67,0,1,630,1,630,0.0,809
PT3,PT256,88.413,630,73,0,1,630,112,741,0.0,793
PT3,PT255,89.683,630,65,0,1,630,1,630,0.0,822
PT3,PT146,88.730,630,71,0,1,630,1,630,0.0,791
PT3,PT130,88.730,630,71,0,1,630,1,630,0.0,793
PT3,PT40,88.764,623,66,4,1,621,1,621,0.0,787
PT3,PT41,89.482,618,63,2,5,621,2,618,0.0,802
PT3,PT15,88.748,631,69,2,1,630,1,630,0.0,789
PT3,PT13,88.095,630,75,0,1,630,1,630,0.0,776
PT3,PT94,88.413,630,73,0,1,630,1,630,0.0,793
PT3,PT158,88.413,630,73,0,1,630,1,630,0.0,784
PT3,PT135,88.413,630,73,0,1,630,1,630,0.0,789
PT3,PT281,90.224,624,61,0,7,630,7,630,0.0,830
PT3,PT178,88.924,632,66,4,1,630,112,741,0.0,806
PT3,PT153,89.819,609,58,4,5,611,116,722,0.0,800
PT3,PT66,88.748,631,69,2,1,630,1,630,0.0,789
PT3,PT57,88.608,632,68,3,1,630,1,630,0.0,784
PT3,PT214,89.065,631,67,2,1,630,112,741,0.0,806
PT3,PT209,88.889,630,70,0,1,630,1,630,0.0,793
PT3,PT175,89.382,631,65,2,1,630,1,630,0.0,809
PT3,PT147,89.048,630,69,0,1,630,1,630,0.0,798
PT3,PT129,90.159,630,62,0,1,630,112,741,0.0,843
PT3,PT83,88.273,631,72,2,1,630,1,630,0.0,789
PT3,PT244,89.065,631,67,2,1,630,1,630,0.0,809
PT3,PT98,89.048,630,67,2,1,629,1,629,0.0,797
PT3,PT63,89.082,632,65,4,1,630,1,630,0.0,800
PT3,PT37,89.365,630,67,0,1,630,1,630,0.0,815
PT3,PT22,89.048,630,69,0,1,630,1,630,0.0,800
PT3,PT6,89.365,630,67,0,1,630,1,630,0.0,815
PT3,PT102,89.540,631,64,2,1,630,1,630,0.0,821
PT3,PT74,89.065,631,67,2,1,630,1,630,0.0,802
PT4,PT152,95.833,240,10,0,1,240,1,240,3.18e-110,388
PT4,PT166,96.250,240,9,0,1,240,1,240,6.84e-112,394
PT4,PT105,95.000,240,12,0,1,240,112,351,1.48e-108,383
PT4,PT231,96.250,240,9,0,1,240,1,240,5.29e-113,398
PT4,PT60,95.417,240,11,0,1,240,1,240,1.48e-108,383
PT4,PT58,96.250,240,9,0,1,240,1,240,6.84e-112,394
PT4,PT288,96.250,240,9,0,1,240,1,240,1.90e-112,396
PT4,PT249,96.250,240,9,0,1,240,1,240,1.47e-113,399
PT4,PT2,96.250,240,9,0,1,240,1,240,5.29e-113,398
PT4,PT145,96.250,240,9,0,1,240,1,240,1.90e-112,396
PT4,PT73,96.667,240,8,0,1,240,1,240,4.09e-114,401
PT4,PT236,97.083,240,7,0,1,240,1,240,3.16e-115,405
PT4,PT176,95.000,240,12,0,1,240,112,351,1.48e-108,383
PT4,PT47,96.667,240,8,0,1,240,1,240,1.47e-113,399
PT4,PT171,95.833,240,10,0,1,240,1,240,3.18e-110,388
PT4,PT97,95.417,240,11,0,1,240,1,240,1.48e-108,383
PT4,PT78,96.667,240,8,0,1,240,1,240,4.09e-114,401
PT4,PT120,97.083,240,7,0,1,240,1,240,8.78e-116,407
PT4,PT43,95.833,240,10,0,1,240,1,240,3.18e-110,388
PT4,PT243,95.000,240,12,0,1,240,1,240,5.32e-108,381
PT4,PT210,96.250,240,9,0,1,240,1,240,6.84e-112,394
PT4,PT195,96.250,240,9,0,1,240,1,240,1.14e-114,403
PT4,PT42,95.417,240,11,0,1,240,1,240,3.18e-110,388
PT4,PT14,95.763,236,10,0,1,236,1,236,1.48e-108,383
PT4,PT196,96.250,240,9,0,1,240,1,240,6.84e-112,394
PT4,PT259,94.583,240,13,0,1,240,112,351,6.89e-107,377
PT4,PT110,95.833,240,10,0,1,240,1,240,3.18e-110,388
PT4,PT100,95.417,240,11,0,1,240,1,240,1.48e-108,383
PT4,PT21,94.583,240,13,0,1,240,1,240,6.89e-107,377
PT4,PT263,96.250,240,9,0,1,240,1,240,1.90e-112,396
PT4,PT179,96.250,240,9,0,1,240,1,240,6.84e-112,394
PT4,PT159,95.417,240,11,0,1,240,1,240,1.48e-108,383
PT4,PT132,95.000,240,12,0,1,240,1,240,5.32e-108,381
PT4,PT30,96.250,240,9,0,1,240,1,240,6.84e-112,394
PT4,PT174,96.667,240,8,0,1,240,1,240,4.09e-114,401
PT4,PT141,96.250,240,9,0,1,240,1,240,1.90e-112,396
PT4,PT106,95.000,240,12,0,1,240,1,240,4.12e-109,385
PT4,PT55,97.500,240,6,0,1,240,1,240,6.79e-117,411
PT4,PT193,95.417,240,11,0,1,240,112,351,1.48e-108,383
PT4,PT154,95.417,240,11,0,1,240,112,351,4.12e-109,385
PT4,PT113,97.083,240,7,0,1,240,1,240,3.16e-115,405
PT4,PT287,95.833,240,10,0,1,240,1,240,3.18e-110,388
PT4,PT255,95.833,240,10,0,1,240,1,240,8.85e-111,390
PT4,PT200,95.833,240,10,0,1,240,1,240,3.18e-110,388
PT4,PT130,95.833,240,10,0,1,240,1,240,2.46e-111,392
PT4,PT56,97.500,240,6,0,1,240,112,351,6.79e-117,411
PT4,PT40,96.250,240,9,0,1,240,1,240,5.29e-113,398
PT4,PT96,95.417,240,11,0,1,240,112,351,4.12e-109,385
PT4,PT94,95.417,240,11,0,1,240,1,240,3.18e-110,388
PT4,PT92,95.000,240,12,0,1,240,1,240,1.91e-107,379
PT4,PT291,95.417,240,11,0,1,240,1,240,1.14e-109,387
PT4,PT135,95.833,240,10,0,1,240,1,240,2.46e-111,392
PT4,PT18,95.000,240,12,0,1,240,112,351,1.48e-108,383
PT4,PT281,95.833,240,10,0,1,240,1,240,3.18e-110,388
PT4,PT178,96.250,240,9,0,1,240,112,351,6.84e-112,394
PT4,PT57,95.833,240,10,0,1,240,1,240,8.85e-111,390
PT4,PT294,94.583,240,13,0,1,240,112,351,2.48e-106,375
PT4,PT234,95.000,240,12,0,1,240,1,240,6.89e-107,377
PT4,PT214,96.250,240,9,0,1,240,112,351,1.90e-112,396
PT4,PT209,96.250,240,9,0,1,240,1,240,6.84e-112,394
PT4,PT147,95.833,240,10,0,1,240,1,240,3.18e-110,388
PT4,PT139,95.417,240,11,0,1,240,1,240,3.18e-110,388
PT4,PT129,96.250,240,9,0,1,240,112,351,6.84e-112,394
PT4,PT83,95.000,240,12,0,1,240,1,240,4.12e-109,385
PT4,PT244,95.000,240,12,0,1,240,1,240,5.32e-108,381
PT4,PT37,96.250,240,9,0,1,240,1,240,1.90e-112,396
PT4,PT22,95.417,240,11,0,1,240,1,240,3.18e-110,388
PT4,PT6,96.250,240,9,0,1,240,1,240,6.84e-112,394
PT4,PT102,96.667,240,8,0,1,240,1,240,4.09e-114,401
PT4,PT74,95.833,240,10,0,1,240,1,240,8.85e-111,390
PT6,PT1,93.492,630,41,0,1,630,1,630,0.0,965
PT6,PT152,94.286,630,36,0,1,630,1,630,0.0,968
PT6,PT166,94.444,630,35,0,1,630,1,630,0.0,974
PT6,PT182,93.810,630,39,0,1,630,1,630,0.0,953
PT6,PT105,93.968,630,38,0,1,630,112,741,0.0,965
PT6,PT231,94.364,621,35,0,1,621,1,621,0.0,976
PT6,PT60,94.127,630,37,0,1,630,1,630,0.0,965
PT6,PT58,93.333,630,42,0,1,630,1,630,0.0,937
PT6,PT288,92.857,630,45,0,1,630,1,630,0.0,937
PT6,PT249,93.333,630,42,0,1,630,1,630,0.0,953
PT6,PT2,93.720,621,39,0,1,621,1,621,0.0,941
PT6,PT145,94.444,630,35,0,1,630,1,630,0.0,987
PT6,PT73,93.492,630,41,0,1,630,1,630,0.0,948
PT6,PT236,94.127,630,37,0,1,630,1,630,0.0,968
PT6,PT176,93.968,630,38,0,1,630,112,741,0.0,965
PT6,PT47,94.762,630,33,0,1,630,1,630,0.0,985
